loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_default
36000,36000,36,7.49,1119.66,A,A4,7 years,OWN,255000,Source Verified,01-03-2017,Fully Paid,credit_card,CT,11.72,0,710,714,23,0,53125,91.9,45,0
30000,30000,60,14.49,705.7,C,C4,6 years,RENT,126000,Source Verified,01-07-2016,Fully Paid,credit_card,GA,5.55,0,675,679,8,0,27282,59.1,23,0
8000,8000,36,13.49,271.45,C,C2,10+ years,RENT,60000,Verified,01-08-2016,Fully Paid,other,TX,23.56,1,675,679,10,0,18432,96.5,48,0
24000,24000,36,7.89,750.86,A,A5,< 1 year,RENT,105000,Verified,01-03-2016,Fully Paid,credit_card,CA,9.78,0,710,714,4,0,35222,71.6,7,0
2500,2500,36,21.49,94.82,D,D5,10+ years,MORTGAGE,72000,Verified,01-10-2016,Fully Paid,other,WY,11.02,0,660,664,14,1,3332,40.6,44,0
6500,6500,36,11.67,214.87,B,B4,10+ years,RENT,25000,Not Verified,01-07-2014,Fully Paid,debt_consolidation,HI,29.24,0,710,714,24,0,10379,38.9,46,0
10000,10000,36,11.49,329.72,B,B5,1 year,MORTGAGE,35000,Verified,01-08-2016,Fully Paid,debt_consolidation,NE,25.48,0,690,694,11,0,24864,67.2,24,0
15750,15750,36,7.26,488.19,A,A4,10+ years,MORTGAGE,65000,Not Verified,01-11-2015,Fully Paid,debt_consolidation,ME,8.05,1,720,724,12,0,39305,51,22,0
11200,11200,60,12.99,254.78,C,C2,9 years,MORTGAGE,75000,Source Verified,01-03-2016,Charged Off,debt_consolidation,MO,6.19,0,665,669,5,1,883,8.3,11,1
4200,4200,36,16.99,149.73,D,D3,1 year,RENT,71400,Verified,01-10-2014,Fully Paid,debt_consolidation,VA,31.83,0,685,689,11,0,12451,99.6,22,0
8500,8500,36,13.66,289.11,C,C3,4 years,MORTGAGE,50000,Source Verified,01-11-2014,Fully Paid,debt_consolidation,MS,29.79,0,685,689,10,0,9394,51.6,22,0
4500,4500,36,11.99,149.45,B,B5,Unknown,RENT,11500,Verified,01-09-2017,Charged Off,debt_consolidation,NY,23.7,0,725,729,9,0,5685,31.6,12,1
34000,34000,36,12.99,1145.44,C,C1,2 years,MORTGAGE,122750,Verified,01-10-2014,Fully Paid,debt_consolidation,TX,4.03,0,705,709,10,0,16930,58.6,15,0
24000,24000,60,12.05,534.48,C,C1,< 1 year,MORTGAGE,185000,Not Verified,01-11-2015,Charged Off,credit_card,MD,15.17,0,660,664,11,0,26623,83.2,21,1
16800,16800,36,11.22,551.77,B,B5,3 years,RENT,65000,Verified,01-12-2015,Fully Paid,debt_consolidation,TX,38.15,1,675,679,18,0,13503,45,36,0
11625,11625,36,6.24,354.93,A,A2,10+ years,MORTGAGE,100000,Source Verified,01-05-2015,Fully Paid,debt_consolidation,KY,5.05,0,765,769,15,0,5585,14.1,35,0
5000,5000,36,9.99,161.32,B,B3,2 years,RENT,24500,Verified,01-12-2015,Fully Paid,credit_card,FL,31.99,0,675,679,11,0,4417,59.7,15,0
35000,35000,36,15.99,1230.33,C,C5,9 years,MORTGAGE,96000,Verified,01-10-2016,Charged Off,home_improvement,NJ,28,0,760,764,15,0,14831,32.4,22,1
9025,9025,36,17.57,324.34,D,D2,5 years,MORTGAGE,41870,Verified,01-02-2014,Fully Paid,debt_consolidation,SD,10.49,0,670,674,12,0,10764,51.7,21,0
28825,28825,60,14.65,680.47,C,C5,< 1 year,MORTGAGE,71000,Source Verified,01-05-2015,Fully Paid,debt_consolidation,WA,23.82,1,670,674,14,0,36505,67.5,37,0
15000,15000,36,11.99,498.15,B,B5,3 years,MORTGAGE,45000,Source Verified,01-01-2018,Fully Paid,debt_consolidation,SC,25.22,1,670,674,9,0,14853,58.5,21,0
12600,12600,36,18.99,461.81,D,D3,1 year,RENT,31500,Verified,01-11-2016,Charged Off,debt_consolidation,MO,33.18,0,665,669,11,1,9605,67.6,45,1
12000,12000,36,17.86,432.99,D,D5,10+ years,MORTGAGE,44000,Not Verified,01-03-2015,Charged Off,debt_consolidation,SC,34.07,0,670,674,10,0,8074,88.7,28,1
21000,21000,36,11.55,693,B,B3,< 1 year,OWN,82500,Verified,01-09-2013,Fully Paid,debt_consolidation,NC,27.87,0,690,694,13,0,33179,75.9,26,0
27600,27600,60,9.99,586.29,B,B3,6 years,MORTGAGE,80000,Source Verified,01-07-2015,Charged Off,credit_card,NY,33.5,0,695,699,18,0,32852,54.3,40,1
4800,4800,36,7.29,148.85,A,A4,Unknown,OWN,12000,Not Verified,01-03-2011,Fully Paid,car,TX,1.5,1,735,739,9,0,399,4.3,15,0
7200,7200,36,18.55,262.29,D,D2,< 1 year,RENT,24960,Not Verified,01-10-2013,Fully Paid,debt_consolidation,MI,19.66,0,670,674,8,0,6646,79.1,27,0
16000,16000,36,7.89,500.58,A,A5,10+ years,RENT,95000,Not Verified,01-04-2015,Charged Off,debt_consolidation,CA,6.02,2,670,674,8,0,13023,36.3,15,1
18000,18000,36,12.21,599.67,B,B5,10+ years,RENT,52526,Not Verified,01-03-2009,Fully Paid,debt_consolidation,MA,13.36,0,740,744,6,0,17064,56.7,25,0
10000,10000,36,11.67,330.57,B,B4,10+ years,MORTGAGE,65000,Not Verified,01-08-2014,Fully Paid,credit_card,CA,14.97,0,700,704,19,0,17858,39.3,34,0
2800,2800,36,7.21,86.73,A,A3,9 years,MORTGAGE,170000,Not Verified,01-05-2017,Fully Paid,vacation,CA,16.75,0,735,739,18,0,30415,41.4,37,0
6000,6000,36,13.98,205.01,C,C1,8 years,RENT,60000,Verified,01-12-2013,Fully Paid,other,CA,3.46,0,675,679,6,1,5471,56.4,13,0
18250,18250,60,16.2,445.75,C,C4,6 years,MORTGAGE,65000,Source Verified,01-10-2013,Fully Paid,debt_consolidation,PA,29.1,0,675,679,14,0,5970,86.5,26,0
14000,14000,60,13.99,325.69,C,C4,< 1 year,RENT,55000,Source Verified,01-06-2015,Charged Off,debt_consolidation,SC,17.03,0,680,684,8,0,7038,58.2,19,1
17600,17600,36,12.12,585.59,B,B3,10+ years,RENT,75000,Not Verified,01-03-2013,Fully Paid,debt_consolidation,CA,20.48,0,695,699,14,0,23116,63.9,23,0
18000,18000,60,15.59,433.82,C,C5,10+ years,RENT,72000,Not Verified,01-09-2016,Fully Paid,credit_card,OH,9.53,0,680,684,5,0,13922,80,9,0
11200,11200,60,18.99,290.48,D,D4,7 years,RENT,87000,Source Verified,01-03-2016,Charged Off,home_improvement,MD,24.12,0,710,714,15,0,33342,55.5,17,1
20000,20000,36,10.91,653.93,B,B4,< 1 year,MORTGAGE,65000,Not Verified,01-11-2017,Fully Paid,home_improvement,FL,14.65,0,705,709,8,0,9737,29.2,15,0
7000,7000,36,9.75,225.05,B,B3,10+ years,RENT,65000,Verified,01-03-2016,Fully Paid,credit_card,MI,16.67,0,695,699,9,0,7173,49.5,18,0
15000,15000,36,18.85,548.71,D,D3,5 years,MORTGAGE,260000,Verified,01-08-2013,Fully Paid,wedding,CA,14.26,0,710,714,13,0,46675,38.3,34,0
15000,15000,36,16.29,529.51,C,C4,< 1 year,RENT,42500,Verified,01-12-2012,Charged Off,debt_consolidation,CA,15.02,0,665,669,8,0,9613,77.5,22,1
6000,6000,36,10.64,195.42,B,B2,10+ years,OWN,83000,Source Verified,01-08-2013,Fully Paid,debt_consolidation,NM,17.84,0,740,744,14,0,6571,56.6,40,0
11125,11125,60,25.69,331.05,F,F1,10+ years,RENT,50000,Source Verified,01-08-2016,Fully Paid,debt_consolidation,CA,14.81,0,670,674,6,0,5309,52.6,15,0
6625,6625,36,10.16,214.27,B,B1,1 year,MORTGAGE,50000,Not Verified,01-11-2012,Fully Paid,debt_consolidation,DE,7.73,2,700,704,15,0,3858,87.7,23,0
15000,15000,36,11.14,492.08,B,B2,10+ years,MORTGAGE,78000,Not Verified,01-04-2013,Fully Paid,debt_consolidation,CA,10.03,0,685,689,15,0,25303,74.6,27,0
6000,6000,36,13.99,205.04,C,C4,8 years,OWN,45000,Source Verified,01-07-2015,Fully Paid,debt_consolidation,AK,5.49,0,675,679,9,0,4622,35.8,12,0
14475,14475,60,19.24,377.41,E,E2,8 years,RENT,55000,Source Verified,01-01-2015,Fully Paid,credit_card,IL,10.45,0,690,694,6,0,8955,67.8,9,0
3000,3000,36,14.99,103.99,C,C5,2 years,MORTGAGE,106000,Not Verified,01-01-2015,Fully Paid,debt_consolidation,LA,8.57,0,660,664,8,0,8241,41.4,13,0
3600,3600,36,13.33,121.88,C,C3,5 years,RENT,35000,Source Verified,01-07-2015,Fully Paid,other,CO,11.25,0,685,689,11,1,4454,21.9,21,0
25000,25000,60,16.29,611.82,D,D1,10+ years,RENT,160000,Not Verified,01-03-2016,Fully Paid,small_business,FL,1.81,1,695,699,10,1,5071,21,18,0
20000,20000,60,23.13,565.31,F,F1,7 years,RENT,52000,Verified,01-02-2016,Charged Off,debt_consolidation,NY,22.04,0,670,674,8,0,10063,62,12,1
10000,10000,36,7.89,312.86,A,A5,3 years,RENT,50000,Source Verified,01-03-2016,Fully Paid,debt_consolidation,NJ,26.28,0,705,709,18,0,19914,59.8,31,0
24000,24000,60,15.8,581.09,C,C3,10+ years,RENT,60000,Verified,01-03-2013,Fully Paid,credit_card,CA,14.4,0,700,704,9,0,16599,59.9,15,0
9600,9600,36,14.99,332.75,C,C5,7 years,MORTGAGE,50000,Not Verified,01-06-2014,Fully Paid,debt_consolidation,NC,9.26,0,685,689,16,0,10243,31.2,27,0
9000,9000,36,13.99,307.56,C,C3,10+ years,MORTGAGE,45000,Source Verified,01-12-2016,Fully Paid,debt_consolidation,MS,30.15,0,710,714,7,2,14340,53.7,14,0
10000,10000,36,9.17,318.79,B,B1,9 years,RENT,50000,Not Verified,01-10-2014,Fully Paid,debt_consolidation,CA,22.59,1,690,694,9,0,8595,56.2,30,0
26450,26450,36,11.49,872.09,B,B5,3 years,MORTGAGE,187000,Verified,01-12-2016,Charged Off,home_improvement,TX,17.15,0,725,729,10,0,43599,48.2,21,1
16000,16000,60,6,322.64,B,B4,10+ years,MORTGAGE,100000,Source Verified,01-12-2012,Fully Paid,home_improvement,KS,17.75,0,675,679,13,0,32089,93,26,0
6025,6025,36,9.8,193.85,B,B3,3 years,RENT,36000,Source Verified,01-01-2016,Fully Paid,debt_consolidation,MA,13.76,0,710,714,11,0,3241,27.9,23,0
16000,16000,60,15.99,389.01,C,C5,10+ years,RENT,68000,Source Verified,01-10-2016,Fully Paid,debt_consolidation,AL,14.56,1,675,679,8,0,7338,48.9,33,0
5000,5000,36,9.93,161.18,B,B2,10+ years,MORTGAGE,35000,Not Verified,01-11-2017,Fully Paid,medical,SC,19.58,0,690,694,5,0,39,0.5,25,0
15000,15000,36,6.49,459.67,A,A2,10+ years,MORTGAGE,110000,Not Verified,01-07-2014,Fully Paid,debt_consolidation,CA,3.51,0,775,779,12,0,21393,22.9,26,0
21600,21600,60,13.59,498.02,C,C2,7 years,MORTGAGE,91000,Source Verified,01-08-2017,Fully Paid,credit_card,NC,15.07,0,700,704,17,0,17895,33.9,23,0
16000,16000,60,24.49,464.85,E,E3,Unknown,MORTGAGE,70000,Verified,01-09-2016,Fully Paid,credit_card,NM,24.16,0,675,679,7,1,4958,26.8,25,0
16000,16000,60,11.53,352.13,B,B5,< 1 year,MORTGAGE,125000,Not Verified,01-08-2015,Fully Paid,debt_consolidation,NC,19.11,0,730,734,8,0,123637,93.3,18,0
15000,15000,60,17.99,380.82,D,D2,7 years,MORTGAGE,60000,Source Verified,01-10-2016,Fully Paid,debt_consolidation,CA,11.82,0,695,699,9,0,5990,36.1,16,0
9175,9175,36,14.99,318.01,C,C5,1 year,OWN,26400,Verified,01-01-2015,Fully Paid,debt_consolidation,VA,14.5,0,660,664,5,1,1679,32,11,0
8000,8000,36,12.12,266.18,B,B3,6 years,RENT,34944,Not Verified,01-06-2013,Charged Off,debt_consolidation,FL,22.66,1,685,689,8,0,10342,69.9,18,1
16000,16000,36,13.11,539.96,B,B4,5 years,MORTGAGE,99000,Not Verified,01-02-2013,Charged Off,credit_card,AR,18.64,0,660,664,12,0,25878,73.5,32,1
2000,2000,36,18.45,72.76,D,D2,10+ years,MORTGAGE,70000,Not Verified,01-03-2018,Fully Paid,debt_consolidation,PA,22.8,0,700,704,14,0,9764,29.2,33,0
12000,12000,36,10.49,389.98,B,B3,3 years,MORTGAGE,125000,Source Verified,01-08-2016,Fully Paid,debt_consolidation,TX,16.76,0,715,719,18,0,29910,48.1,34,0
16000,16000,60,15.61,385.79,D,D1,3 years,MORTGAGE,55000,Not Verified,01-07-2014,Fully Paid,credit_card,WV,29.52,0,665,669,13,0,14740,79.7,32,0
4500,4500,36,11.99,149.45,C,C1,10+ years,RENT,60000,Source Verified,01-12-2015,Fully Paid,debt_consolidation,WI,12.76,1,660,664,7,1,3563,31.5,35,0
35000,35000,60,15.61,843.9,D,D1,1 year,RENT,120000,Source Verified,01-10-2015,Fully Paid,credit_card,TX,22.14,0,660,664,23,0,62898,45,32,0
15000,15000,60,11.99,333.6,B,B5,7 years,RENT,52000,Source Verified,01-12-2014,Fully Paid,debt_consolidation,WI,11.91,0,715,719,5,0,10779,54.4,20,0
14400,14400,60,19.19,375.06,E,E3,10+ years,RENT,40000,Verified,01-08-2015,Fully Paid,debt_consolidation,MI,24.72,1,665,669,7,0,7755,63,16,0
8400,8400,36,6.24,256.46,A,A2,Unknown,RENT,48000,Source Verified,01-07-2015,Fully Paid,debt_consolidation,NJ,11.65,0,775,779,11,0,4430,12,21,0
16500,16500,60,14.33,386.76,C,C5,2 years,MORTGAGE,38000,Not Verified,01-11-2015,Fully Paid,debt_consolidation,GA,6.06,0,715,719,7,1,9338,30.5,12,0
28850,28850,36,12.85,969.99,B,B4,10+ years,MORTGAGE,61000,Verified,01-01-2014,Fully Paid,debt_consolidation,AL,23.94,0,700,704,8,0,23325,73.6,19,0
9000,9000,36,12.74,302.12,C,C1,10+ years,MORTGAGE,34000,Source Verified,01-04-2017,Fully Paid,debt_consolidation,NY,28.2,0,690,694,9,0,17472,66.9,17,0
10000,10000,36,10.99,327.34,B,B2,5 years,RENT,37000,Not Verified,01-11-2013,Fully Paid,credit_card,UT,8.3,0,680,684,7,1,5076,57,12,0
10000,10000,36,9.17,318.79,B,B2,7 years,RENT,45000,Not Verified,01-05-2015,Fully Paid,debt_consolidation,IN,22.43,0,705,709,8,0,13717,56,9,0
9000,9000,36,7.49,279.92,A,A4,6 years,MORTGAGE,80000,Verified,01-07-2011,Fully Paid,home_improvement,PA,17.11,0,765,769,20,0,1324,3.2,36,0
20875,20875,36,24.99,829.88,F,F4,10+ years,RENT,50000,Verified,01-05-2015,Charged Off,other,MN,18.65,0,660,664,7,0,5367,41.9,19,1
26850,26850,36,17.57,964.91,D,D4,10+ years,RENT,69000,Source Verified,01-10-2014,Fully Paid,debt_consolidation,WI,29.64,0,670,674,12,0,32035,85.7,20,0
12250,12250,36,13.11,413.41,B,B4,3 years,OWN,35000,Verified,01-06-2013,Fully Paid,debt_consolidation,AZ,21.81,0,705,709,4,0,14632,86.6,18,0
35000,35000,36,5.32,1054.02,A,A1,< 1 year,RENT,165000,Not Verified,01-11-2017,Fully Paid,major_purchase,NJ,1.48,0,805,809,11,0,12500,15,16,0
16000,16000,60,17.27,399.97,C,C5,4 years,RENT,52000,Verified,01-04-2013,Charged Off,debt_consolidation,CA,24,0,695,699,8,0,16982,66.6,20,1
12000,12000,60,12.74,271.45,C,C1,10+ years,MORTGAGE,115000,Source Verified,01-01-2017,Fully Paid,debt_consolidation,TX,20.18,1,680,684,13,0,12601,41,27,0
10000,10000,36,14.09,342.22,B,B5,6 years,RENT,80000,Verified,01-10-2012,Fully Paid,credit_card,CA,30.8,0,675,679,17,0,23016,78.2,27,0
6000,6000,36,6.99,185.24,A,A2,4 years,RENT,45000,Not Verified,01-12-2016,Fully Paid,debt_consolidation,WI,10.56,0,700,704,5,0,2895,47.5,8,0
11100,11100,36,16.29,391.84,C,C4,10+ years,RENT,40000,Not Verified,01-05-2013,Fully Paid,debt_consolidation,NJ,11.59,0,660,664,10,0,7484,92.4,23,0
18600,18600,60,10.99,404.32,B,B3,10+ years,MORTGAGE,119324.79,Not Verified,01-08-2014,Fully Paid,credit_card,NY,14.69,2,715,719,14,0,18187,37.9,37,0
17350,17350,60,30.79,569.78,G,G1,10+ years,RENT,63730,Verified,01-12-2017,Fully Paid,credit_card,NC,24.9,0,730,734,10,0,14991,22.7,16,0
7000,7000,36,15.05,242.83,C,C4,10+ years,MORTGAGE,54000,Source Verified,01-12-2017,Fully Paid,debt_consolidation,UT,17.42,0,690,694,13,1,7532,35.7,32,0
4000,4000,36,8.39,126.07,B,B1,< 1 year,RENT,40000,Not Verified,01-02-2016,Fully Paid,debt_consolidation,CA,18.72,0,730,734,8,0,2584,27.2,33,0
21725,21725,60,21.67,595.96,E,E5,10+ years,MORTGAGE,58000,Source Verified,01-04-2015,Charged Off,debt_consolidation,MI,29.36,0,665,669,8,2,4907,80.4,17,1
5000,5000,36,6.39,153,A,A2,10+ years,RENT,66000,Verified,01-05-2015,Fully Paid,home_improvement,CT,19.56,0,730,734,28,0,14756,23,37,0
21000,21000,60,18.99,544.64,D,D3,6 years,OWN,85000,Source Verified,01-03-2017,Fully Paid,debt_consolidation,NC,15.26,0,695,699,9,0,27891,54.9,25,0
15075,15075,60,12.99,342.93,C,C1,7 years,MORTGAGE,50000,Not Verified,01-10-2014,Fully Paid,debt_consolidation,WV,30.27,0,695,699,17,0,15521,79.2,35,0
8400,8400,36,9.75,270.06,B,B3,1 year,OWN,30000,Source Verified,01-03-2016,Fully Paid,credit_card,TX,22.8,0,705,709,9,0,8694,19.4,14,0
13975,13975,36,17.57,502.23,D,D4,Unknown,MORTGAGE,49000,Verified,01-05-2015,Fully Paid,credit_card,NV,26.49,0,710,714,9,0,19093,87.6,14,0
3400,3400,36,7.59,105.91,A,A3,10+ years,MORTGAGE,45000,Source Verified,01-07-2016,Fully Paid,home_improvement,NC,19.07,0,760,764,11,0,16029,35.2,19,0
20400,20400,36,10.78,665.75,B,B4,5 years,MORTGAGE,143000,Verified,01-01-2016,Fully Paid,debt_consolidation,CA,30.35,0,670,674,25,0,56858,86,56,0
20000,20000,36,6.24,610.62,A,A2,7 years,MORTGAGE,60000,Source Verified,01-12-2015,Fully Paid,debt_consolidation,CA,9.94,0,690,694,14,0,16806,46,21,0
10000,10000,36,11.67,330.57,B,B4,2 years,MORTGAGE,80000,Source Verified,01-08-2014,Fully Paid,credit_card,IL,5.29,0,670,674,9,0,13303,62.2,16,0
17200,17200,60,17.77,434.62,D,D1,9 years,RENT,55000,Verified,01-04-2013,Fully Paid,debt_consolidation,NJ,17.02,0,700,704,5,0,14829,74.1,13,0
8400,8400,36,10.91,274.65,B,B4,10+ years,RENT,56000,Not Verified,01-08-2017,Fully Paid,debt_consolidation,SC,20.41,2,720,724,11,0,9594,13.5,28,0
14000,14000,36,5.32,421.61,A,A1,10+ years,MORTGAGE,64000,Verified,01-01-2017,Fully Paid,home_improvement,IN,22.45,0,710,714,10,0,14689,61.5,28,0
35000,35000,36,18.99,1282.79,D,D4,10+ years,MORTGAGE,78104,Verified,01-03-2016,Fully Paid,debt_consolidation,TX,13.61,0,685,689,10,0,14773,83.9,20,0
5000,5000,36,9.17,159.4,B,B1,7 years,MORTGAGE,60000,Not Verified,01-07-2014,Fully Paid,credit_card,CO,28.46,1,680,684,34,0,5160,30,51,0
8000,8000,36,11.53,263.93,B,B5,7 years,RENT,95000,Not Verified,01-06-2015,Fully Paid,debt_consolidation,NV,12.11,0,665,669,5,0,2738,50.7,7,0
5000,5000,36,6.71,153.73,A,A3,Unknown,OWN,30000,Verified,01-03-2018,Fully Paid,house,TN,4.96,0,750,754,4,0,6112,57.1,12,0
20000,20000,36,10.49,649.96,B,B3,10+ years,OWN,70000,Source Verified,01-01-2015,Fully Paid,debt_consolidation,MN,9.98,0,680,684,8,0,14380,69.8,34,0
19000,19000,60,17.27,474.97,D,D2,10+ years,MORTGAGE,75000,Not Verified,01-06-2016,Fully Paid,other,NC,30.72,0,745,749,14,0,30446,35.5,33,0
7000,7000,36,9.99,225.84,B,B3,10+ years,MORTGAGE,110000,Verified,01-09-2015,Fully Paid,debt_consolidation,MA,18.86,0,660,664,21,2,16491,65,47,0
6600,6600,36,23.4,256.87,E,E1,5 years,RENT,26000,Source Verified,01-10-2018,Fully Paid,debt_consolidation,PA,34.03,0,690,694,7,0,4638,84.3,16,0
21000,21000,36,10.9,686.52,B,B4,10+ years,OWN,61000,Source Verified,01-04-2018,Charged Off,debt_consolidation,NJ,23.79,0,745,749,17,0,10297,15.3,24,1
5000,5000,36,10.75,163.11,B,B4,10+ years,MORTGAGE,50000,Source Verified,01-03-2016,Charged Off,debt_consolidation,NV,15.63,1,660,664,6,1,2746,38.7,16,1
4200,4200,36,18.2,152.27,E,E1,10+ years,MORTGAGE,48500,Not Verified,01-12-2015,Fully Paid,vacation,WI,18.51,0,660,664,9,2,3785,62,25,0
15000,15000,36,6.24,457.97,A,A2,1 year,MORTGAGE,95000,Source Verified,01-06-2015,Fully Paid,debt_consolidation,FL,22.33,0,765,769,23,0,57410,38.5,49,0
12000,12000,36,12.13,399.32,B,B5,8 years,MORTGAGE,105000,Source Verified,01-06-2018,Fully Paid,other,AZ,20.39,7,675,679,13,0,4593,20.6,24,0
12000,12000,36,12.12,399.26,B,B3,10+ years,MORTGAGE,89000,Not Verified,01-05-2013,Fully Paid,debt_consolidation,AR,8.79,0,665,669,13,0,16214,58.5,30,0
25100,25100,36,9.67,806.03,B,B1,10+ years,MORTGAGE,105000,Verified,01-03-2014,Fully Paid,debt_consolidation,RI,17.75,1,740,744,15,0,27901,40.3,32,0
5400,5400,36,9.16,172.13,B,B2,2 years,MORTGAGE,35000,Verified,01-06-2016,Charged Off,credit_card,PA,24.9,0,690,694,7,0,4188,38.4,22,1
14000,14000,36,9.16,446.24,B,B2,2 years,MORTGAGE,65000,Verified,01-03-2016,Fully Paid,credit_card,NJ,20.55,0,665,669,10,0,17013,98,12,0
10000,10000,60,15.04,238.11,C,C4,Unknown,MORTGAGE,17448,Not Verified,01-04-2018,Fully Paid,other,CA,8.46,0,680,684,8,0,3502,17.3,14,0
8000,8000,36,11.53,263.93,B,B5,5 years,MORTGAGE,85000,Verified,01-09-2015,Fully Paid,debt_consolidation,VA,14.6,1,660,664,11,1,11166,67.7,17,0
6000,6000,36,11.49,197.83,B,B5,3 years,RENT,40000,Source Verified,01-11-2016,Fully Paid,car,CO,4.95,0,700,704,3,0,2137,97.1,4,0
20775,20775,36,14.47,714.8,C,C2,7 years,RENT,58000,Verified,01-12-2013,Charged Off,credit_card,NY,10.49,0,705,709,8,0,20907,57,13,1
8800,8800,36,12.99,296.47,B,B4,5 years,MORTGAGE,58000,Source Verified,01-12-2013,Fully Paid,debt_consolidation,MI,26.28,0,665,669,13,0,14398,73.8,18,0
15625,15625,36,11.99,518.9,B,B3,9 years,MORTGAGE,50000,Source Verified,01-11-2013,Fully Paid,debt_consolidation,NY,9,0,695,699,12,0,20938,43.9,22,0
14025,14025,36,12.69,470.47,C,C2,10+ years,OWN,32000,Source Verified,01-04-2015,Fully Paid,debt_consolidation,TX,12.9,0,680,684,7,0,9123,60.8,27,0
10000,10000,36,13.49,339.31,C,C2,4 years,MORTGAGE,74640,Not Verified,01-09-2016,Fully Paid,home_improvement,NM,26.74,0,675,679,8,1,62,1,34,0
23650,23650,60,20.75,636.5,E,E2,10+ years,MORTGAGE,62300,Verified,01-02-2016,Charged Off,debt_consolidation,TN,29.71,0,665,669,10,0,17711,93.2,18,1
21600,21600,36,7.69,673.79,A,A4,10+ years,RENT,82000,Source Verified,01-11-2014,Fully Paid,credit_card,AR,26.24,0,690,694,12,0,26807,54.9,30,0
5125,5125,36,14.33,175.99,C,C1,7 years,MORTGAGE,32000,Verified,01-04-2013,Fully Paid,credit_card,RI,25.88,0,690,694,14,1,14608,55.1,16,0
16000,16000,36,17.1,571.25,C,C5,10+ years,MORTGAGE,52000,Source Verified,01-11-2013,Fully Paid,debt_consolidation,KY,11.89,0,670,674,11,0,17708,52.2,29,0
8000,8000,60,9.25,167.04,B,B2,Unknown,RENT,24000,Verified,01-11-2010,Charged Off,debt_consolidation,MI,19.9,0,750,754,6,0,5814,58.1,18,1
12800,12800,36,10.99,419,B,B4,10+ years,MORTGAGE,60000,Verified,01-07-2015,Fully Paid,debt_consolidation,MN,20.88,0,725,729,6,0,34743,96,11,0
40000,40000,60,13.99,930.53,C,C3,4 years,MORTGAGE,73000,Verified,01-11-2016,Fully Paid,debt_consolidation,MD,10.8,0,690,694,4,0,10161,58.1,14,0
15000,15000,36,12.88,504.55,C,C2,10+ years,MORTGAGE,125000,Verified,01-02-2016,Charged Off,debt_consolidation,NJ,11.93,0,700,704,6,0,10777,95.4,9,1
6000,6000,36,8.18,188.52,B,B1,1 year,RENT,45000,Not Verified,01-07-2015,Fully Paid,debt_consolidation,FL,26.08,1,670,674,10,0,6260,53.1,27,0
10000,10000,36,10.75,326.21,B,B4,2 years,RENT,45000,Source Verified,01-05-2016,Fully Paid,debt_consolidation,NY,6.72,3,690,694,14,0,4758,13.7,18,0
35000,35000,60,22.99,986.47,F,F2,10+ years,MORTGAGE,110000,Source Verified,01-08-2015,Charged Off,debt_consolidation,UT,27.24,1,675,679,17,0,15944,83,80,1
7000,7000,36,8.39,220.62,B,B1,6 years,RENT,38000,Source Verified,01-05-2016,Fully Paid,debt_consolidation,TX,19.39,0,685,689,7,0,3616,7.9,17,0
9600,9600,36,6.72,295.2,A,A3,5 years,MORTGAGE,50000,Verified,01-02-2018,Fully Paid,credit_card,WI,36.31,0,705,709,20,0,12911,53.6,47,0
6000,6000,36,12.13,199.66,B,B5,< 1 year,MORTGAGE,48720,Not Verified,01-06-2018,Fully Paid,home_improvement,CA,10.71,0,705,709,10,0,2920,14.7,16,0
20000,20000,36,11.53,659.81,B,B5,10+ years,MORTGAGE,130000,Source Verified,01-04-2015,Fully Paid,debt_consolidation,CA,8.07,0,660,664,29,0,33675,78.5,59,0
7000,7000,36,11.53,230.94,B,B5,10+ years,MORTGAGE,35000,Not Verified,01-07-2015,Fully Paid,debt_consolidation,OH,19.1,0,675,679,8,1,4810,35,26,0
18000,18000,36,6.03,547.84,A,A1,10+ years,MORTGAGE,85000,Not Verified,01-09-2014,Fully Paid,debt_consolidation,UT,19.1,0,775,779,16,0,15320,24.2,29,0
16000,16000,36,11.99,531.36,B,B5,< 1 year,RENT,50000,Verified,01-11-2017,Fully Paid,major_purchase,NY,7.25,0,675,679,3,0,1111,44.4,10,0
8750,8750,36,16.55,310.01,D,D2,10+ years,OWN,25000,Not Verified,01-12-2015,Fully Paid,credit_card,FL,19.73,0,715,719,10,0,8652,33,22,0
21000,21000,36,7.96,657.68,A,A5,5 years,MORTGAGE,140000,Source Verified,01-03-2018,Fully Paid,credit_card,CA,18.61,0,775,779,16,0,153911,51.1,47,0
4000,4000,36,9.99,129.05,B,B3,3 years,RENT,70000,Source Verified,01-11-2015,Fully Paid,credit_card,CA,8.66,0,660,664,18,0,10592,44.7,24,0
14000,14000,36,14.99,485.25,C,C4,2 years,MORTGAGE,28000,Verified,01-05-2017,Fully Paid,debt_consolidation,FL,48.14,0,665,669,9,0,5040,84,13,0
12300,12300,36,14.96,426.14,D,D2,10+ years,MORTGAGE,72000,Verified,01-09-2009,Fully Paid,credit_card,KY,6.43,0,665,669,13,0,5422,46.7,29,0
